
Save date(yyyy-MM-dd HH:mm:ss): 2023-05-01 15:10:53 / Application Release: VAG DPF v.3.28.12 / Log Format: 1.3
Time (ms)	Soot Mass Calc. (g)	Regen. Duration (min)	Distance Since Last Regen. (km)	Time Since Last Regen. (min)	Oil Ash Residue (g)	Low Press. EGR Closing (%)	DPF Input Gas Temp. (°C)	DPF Surface Temp. (°C)	Nox sulfur charge (g)	Post injection 1 (mg/str)	Post injection 2 (mg/str)	Post injection 3 (mg/str)	Distance driven (km)	
1682943053679	4.47	0	10	10	47.12	84	199	228	1.60	0.00	0.00	0.00	196132
1682943054330	4.47	0	10	10	47.12	84	199	228	1.60	0.00	0.00	0.00	196132	
1682943054996	4.47	0	10	10	47.12	84	199	228	1.60	0.00	0.00	0.00	196132	
1682943055648	4.47	0	10	10	47.12	84	199	227	1.60	0.00	0.00	0.00	196132	
1682943056348	4.47	0	10	10	47.12	83	198	227	1.60	0.00	0.00	0.00	196132	
1682943057016	4.47	0	10	10	47.12	83	198	227	1.60	0.00	0.00	0.00	196132	
1682943057667	4.47	0	10	10	47.12	83	198	227	1.60	0.00	0.00	0.00	196132	
1682943058338	4.47	0	10	10	47.12	83	199	227	1.60	0.00	0.00	0.00	196132	
1682943059052	4.47	0	10	10	47.12	83	198	226	1.60	0.00	0.00	0.00	196132	
1682943059685	4.47	0	10	10	47.12	83	198	226	1.60	0.00	0.00	0.00	196132	
1682943060348	4.47	0	10	10	47.12	83	198	226	1.60	0.00	0.00	0.00	196132	
1682943061003	4.47	0	10	10	47.12	83	198	226	1.60	0.00	0.00	0.00	196132	
1682943061678	4.47	0	10	10	47.12	83	198	225	1.60	0.00	0.00	0.00	196132	
1682943062337	4.47	0	10	10	47.12	83	198	225	1.60	0.00	0.00	0.00	196132	
1682943063004	4.47	0	10	10	47.12	82	198	225	1.60	0.00	0.00	0.00	196132	
1682943063672	4.47	0	10	10	47.12	72	198	225	1.60	0.00	0.00	0.00	196132	
1682943064339	4.47	0	10	10	47.12	72	198	224	1.60	0.00	0.00	0.00	196132	
1682943065006	4.47	0	10	10	47.12	74	198	224	1.60	0.00	0.00	0.00	196132	
1682943065693	4.47	0	10	10	47.12	75	197	224	1.60	0.00	0.00	0.60	196132	
1682943066369	4.47	0	10	10	47.12	70	198	223	1.60	0.00	0.00	0.60	196132	
1682943067024	4.47	0	10	10	47.12	67	197	223	1.60	0.00	0.00	0.60	196132	
1682943067693	4.47	0	10	10	47.12	68	197	223	1.60	0.00	0.00	0.60	196132	
1682943068378	4.47	0	10	10	47.12	68	196	222	1.60	0.00	0.00	0.60	196132	
1682943069033	4.47	0	10	10	47.12	69	197	222	1.60	0.00	0.00	0.60	196132	
1682943069694	4.47	0	10	10	47.12	88	197	222	1.60	0.00	0.00	0.00	196132	
1682943070394	4.47	0	10	10	47.12	99	196	222	1.60	0.00	0.00	0.00	196132	
1682943071052	4.47	0	10	10	47.12	80	196	221	1.60	0.00	0.00	0.60	196132	
1682943071733	4.47	0	10	10	47.12	78	196	221	1.60	0.00	0.00	0.60	196132	
1682943072397	4.47	0	10	10	47.12	79	195	221	1.60	0.00	0.00	0.60	196132	
1682943073062	4.47	0	10	10	47.12	79	195	221	1.60	0.00	0.00	0.60	196132	
1682943073749	4.47	0	10	10	47.12	75	195	220	1.60	0.00	0.00	0.60	196132	
1682943074418	4.47	0	10	10	47.12	72	195	220	1.60	0.00	0.00	0.60	196132	
1682943075065	4.47	0	10	10	47.12	69	194	220	1.60	0.00	0.00	0.60	196132	
1682943075733	4.47	0	10	10	47.12	72	194	220	1.60	0.00	0.00	0.00	196132	
1682943076383	4.47	0	10	10	47.12	73	194	219	1.60	0.00	0.00	0.00	196132	
1682943077058	4.47	0	10	10	47.12	73	193	219	1.60	0.00	0.00	0.00	196132	
1682943077718	4.47	0	10	10	47.12	75	193	219	1.60	0.00	0.00	0.00	196132	
1682943078386	4.47	0	10	10	47.12	76	192	219	1.60	0.00	0.00	0.60	196132	
1682943079037	4.47	0	10	10	47.12	75	192	218	1.60	0.00	0.00	0.60	196132	
1682943079719	4.47	0	10	10	47.12	73	192	218	1.60	0.00	0.00	0.60	196132	
1682943080389	4.47	0	10	10	47.12	72	192	218	1.60	0.00	0.00	0.60	196132	
1682943081057	4.47	0	10	10	47.12	70	192	217	1.60	0.00	0.00	0.60	196132	
1682943081722	4.47	0	10	10	47.12	69	191	217	1.60	0.00	0.00	0.60	196132	
1682943082388	4.47	0	10	10	47.12	69	191	217	1.60	0.00	0.00	0.60	196132	
1682943083105	4.47	0	10	10	47.12	69	190	217	1.60	0.00	0.00	0.60	196132	
1682943083789	4.47	0	10	10	47.12	67	190	216	1.60	0.00	0.00	0.60	196132	
1682943084474	4.47	0	10	10	47.12	67	189	216	1.60	0.00	0.00	0.60	196132	
1682943085124	4.47	0	10	10	47.12	66	189	216	1.60	0.00	0.00	0.60	196132	
1682943085808	4.47	0	10	10	47.12	66	188	215	1.60	0.00	0.00	0.60	196132	
1682943086459	4.47	0	10	10	47.12	65	188	215	1.60	0.00	0.00	0.60	196132	
1682943087126	4.47	0	10	10	47.12	65	188	214	1.60	0.00	0.00	0.60	196132	
1682943087793	4.47	0	10	10	47.12	66	188	214	1.60	0.00	0.00	0.60	196132	
1682943088502	4.47	0	10	10	47.12	66	187	214	1.60	0.00	0.00	0.00	196132	
1682943089178	4.47	0	10	10	47.12	67	186	213	1.60	0.00	0.00	0.60	196132	
1682943089846	4.47	0	10	10	47.12	66	186	213	1.60	0.00	0.00	0.60	196132	
1682943090512	4.47	0	10	10	47.12	66	185	213	1.60	0.00	0.00	0.60	196132	
1682943091198	4.48	0	10	10	47.12	64	186	212	1.60	0.00	0.00	0.60	196132	
1682943091853	4.48	0	10	10	47.12	63	185	212	1.60	0.00	0.00	1.22	196132	
1682943092566	4.48	0	10	10	47.12	62	184	212	1.60	0.00	0.00	0.00	196132	
1682943093282	4.48	0	10	10	47.12	100	183	211	1.60	0.00	0.00	0.00	196132	
1682943093949	4.48	0	10	10	47.12	73	183	211	1.60	0.00	0.00	0.77	196132	
1682943094619	4.48	0	10	10	47.12	74	183	211	1.60	0.00	0.00	0.85	196132	
1682943095267	4.48	0	10	10	47.12	69	183	211	1.60	0.00	0.00	0.60	196132	
1682943095952	4.48	0	10	10	47.12	73	183	210	1.60	0.00	0.00	0.60	196132	
1682943096620	4.48	0	10	10	47.12	99	182	210	1.60	0.00	0.00	0.00	196132	
1682943097303	4.48	0	10	10	47.12	77	182	210	1.60	0.00	0.00	0.60	196132	
1682943097953	4.48	0	10	10	47.12	79	182	210	1.60	0.00	0.00	0.60	196132	
1682943098603	4.48	0	10	10	47.12	78	182	210	1.60	0.00	0.00	0.60	196132	
1682943099271	4.48	0	10	10	47.12	85	181	209	1.60	0.00	0.00	0.00	196132	
1682943099958	4.48	0	10	10	47.12	95	181	209	1.60	0.00	0.00	0.00	196132	
1682943100643	4.48	0	10	10	47.12	97	180	209	1.60	0.00	0.00	0.00	196132	
1682943101339	4.48	0	10	10	47.12	99	180	208	1.60	0.00	0.00	0.00	196132	
1682943101995	4.48	0	10	10	47.12	64	180	208	1.60	0.00	0.00	1.91	196132	
1682943102691	4.48	0	10	10	47.12	71	180	207	1.60	0.00	0.00	1.51	196132	
1682943103393	4.49	0	10	10	47.12	100	179	207	1.60	0.00	0.00	0.00	196132	
1682943104056	4.49	0	10	10	47.12	83	179	206	1.60	0.00	0.00	1.83	196132	
1682943104708	4.49	0	10	10	47.12	63	179	205	1.60	0.00	0.00	1.97	196132	
1682943105357	4.49	0	10	10	47.12	54	179	204	1.60	0.00	0.00	0.60	196132	
1682943106045	4.49	0	10	10	47.12	96	178	204	1.60	0.00	0.00	0.00	196132	
1682943106698	4.49	0	10	10	47.12	100	178	203	1.60	0.00	0.00	0.00	196132	
1682943107366	4.49	0	10	10	47.12	100	177	203	1.60	0.00	0.00	0.00	196132	
1682943108057	4.49	0	10	10	47.12	99	177	203	1.60	0.00	0.00	0.00	196132	
1682943108729	4.49	0	10	10	47.12	99	177	202	1.60	0.00	0.00	0.00	196132	
1682943109393	4.49	0	10	10	47.12	99	177	202	1.60	0.00	0.00	0.00	196132	
1682943110069	4.49	0	10	11	47.12	99	177	201	1.60	0.00	0.00	0.00	196132	
1682943110748	4.49	0	10	11	47.12	99	177	201	1.60	0.00	0.00	0.00	196132	
1682943111422	4.49	0	10	11	47.12	99	177	200	1.60	0.00	0.00	0.00	196132	
1682943112101	4.49	0	10	11	47.12	99	177	200	1.60	0.00	0.00	0.60	196132	
1682943112763	4.49	0	10	11	47.12	79	177	200	1.60	0.00	0.00	0.60	196132	
1682943113418	4.49	0	10	11	47.12	79	176	200	1.60	0.00	0.00	0.00	196132	
1682943114403	4.49	0	10	11	47.12	79	176	199	1.60	0.00	0.00	0.00	196132	
1682943115238	4.49	0	10	11	47.12	79	176	199	1.60	0.00	0.00	0.00	196132	
1682943115903	4.49	0	10	11	47.12	79	176	199	1.60	0.00	0.00	0.00	196132	
1682943116570	4.49	0	10	11	47.12	80	176	199	1.60	0.00	0.00	0.60	196132	
1682943117238	4.49	0	10	11	47.12	80	176	199	1.60	0.00	0.00	0.00	196132	
1682943117904	4.49	0	10	11	47.12	83	176	199	1.60	0.00	0.00	0.00	196132	
1682943118554	4.49	0	10	11	47.12	83	176	199	1.60	0.00	0.00	0.00	196132	
1682943119220	4.49	0	10	11	47.12	83	176	198	1.60	0.00	0.00	0.00	196132	
1682943119854	4.49	0	10	11	47.12	83	176	198	1.60	0.00	0.00	0.00	196132	
1682943120508	4.49	0	10	11	47.12	83	177	198	1.60	0.00	0.00	0.00	196132	
1682943121173	4.49	0	10	11	47.12	83	176	198	1.60	0.00	0.00	0.00	196132	
1682943121841	4.49	0	10	11	47.12	83	177	198	1.60	0.00	0.00	0.00	196132	
1682943122508	4.49	0	10	11	47.12	83	177	198	1.60	0.00	0.00	0.00	196132	
1682943123176	4.49	0	10	11	47.12	83	177	198	1.60	0.00	0.00	0.00	196132	
1682943123826	4.49	0	10	11	47.12	83	177	197	1.60	0.00	0.00	0.00	196132	
1682943124493	4.49	0	10	11	47.12	83	177	197	1.60	0.00	0.00	0.00	196132	
1682943125145	4.49	0	10	11	47.12	83	177	197	1.60	0.00	0.00	0.00	196132	
1682943125825	4.49	0	10	11	47.12	83	177	197	1.60	0.00	0.00	0.00	196132	
1682943126492	4.49	0	10	11	47.12	83	177	197	1.60	0.00	0.00	0.00	196132	
1682943127163	4.49	0	10	11	47.12	83	178	197	1.60	0.00	0.00	0.00	196132	
1682943127846	4.49	0	10	11	47.12	82	178	197	1.60	0.00	0.00	0.00	196132	
1682943128513	4.49	0	10	11	47.12	83	178	197	1.60	0.00	0.00	0.00	196132	
1682943129195	4.49	0	10	11	47.12	82	179	196	1.60	0.00	0.00	0.00	196132	
1682943129864	4.49	0	10	11	47.12	82	179	196	1.60	0.00	0.00	0.00	196132	
1682943130531	4.49	0	10	11	47.12	82	179	196	1.60	0.00	0.00	0.00	196132	
1682943131183	4.49	0	10	11	47.12	82	179	196	1.60	0.00	0.00	0.00	196132	
1682943131883	4.49	0	10	11	47.12	82	179	196	1.60	0.00	0.00	0.00	196132	
1682943132536	4.49	0	10	11	47.12	82	180	196	1.60	0.00	0.00	0.00	196132	
1682943133200	4.49	0	10	11	47.12	82	180	196	1.60	0.00	0.00	0.00	196132	
1682943133866	4.49	0	10	11	47.12	83	180	196	1.60	0.00	0.00	0.00	196132	
1682943134550	4.49	0	10	11	47.12	82	180	195	1.60	0.00	0.00	0.00	196132	
1682943135203	4.49	0	10	11	47.12	82	180	195	1.60	0.00	0.00	0.00	196132	
1682943135871	4.49	0	10	11	47.12	83	180	195	1.60	0.00	0.00	0.00	196132	
1682943136520	4.49	0	10	11	47.12	95	181	195	1.60	0.00	0.00	0.00	196132	
1682943137190	4.49	0	10	11	47.12	72	181	195	1.60	0.00	0.00	0.00	196132	
1682943137855	4.49	0	10	11	47.12	70	182	194	1.60	0.00	0.00	0.00	196132	
1682943138519	4.49	0	10	11	47.12	59	182	194	1.60	0.00	0.00	2.00	196132	
1682943139171	4.49	0	10	11	47.12	62	183	194	1.60	0.00	0.00	1.96	196132	
1682943139845	4.49	0	10	11	47.12	66	183	193	1.60	0.00	0.00	2.14	196132	
1682943140529	4.50	0	10	11	47.12	89	185	193	1.60	0.00	0.00	0.00	196132	
1682943141192	4.50	0	10	11	47.12	100	185	193	1.60	0.00	0.00	1.67	196132	
1682943141888	4.50	0	10	11	47.12	70	186	193	1.60	0.00	0.00	1.17	196132	
1682943142539	4.50	0	10	11	47.12	99	187	192	1.60	0.00	0.00	0.66	196132	
1682943143194	4.50	0	10	11	47.12	100	187	192	1.60	0.00	0.00	0.00	196132	
1682943143848	4.50	0	10	11	47.12	99	188	192	1.60	0.00	0.00	0.00	196132	
1682943144527	4.50	0	10	11	47.12	99	188	191	1.60	0.00	0.00	0.00	196132	
1682943145179	4.50	0	10	11	47.12	99	189	191	1.60	0.00	0.00	0.00	196132	
1682943145868	4.51	0	10	11	47.12	99	190	191	1.60	0.00	0.00	0.00	196132	
1682943146528	4.51	0	10	11	47.12	99	192	191	1.60	0.00	0.00	0.00	196132	
1682943147180	4.52	0	10	11	47.12	99	194	191	1.60	0.00	0.00	0.00	196132	
1682943147831	4.52	0	10	11	47.12	92	197	191	1.60	0.00	0.00	0.60	196132	
1682943148516	4.52	0	10	11	47.12	99	200	191	1.60	0.00	0.00	0.00	196132	
1682943149166	4.52	0	10	11	47.13	100	203	191	1.60	0.00	0.00	0.00	196132	
1682943149845	4.52	0	10	11	47.13	100	207	191	1.60	0.00	0.00	0.00	196132	
1682943150517	4.53	0	10	11	47.13	100	214	192	1.60	0.00	0.00	0.00	196132	
1682943151165	4.53	0	10	11	47.13	100	222	193	1.60	0.00	0.00	0.00	196132	
1682943151817	4.53	0	10	11	47.13	100	230	194	1.60	0.00	0.00	0.00	196132	
1682943152486	4.53	0	10	11	47.13	100	241	195	1.60	0.00	0.00	0.00	196132	
1682943153174	4.53	0	10	11	47.13	100	251	196	1.60	0.00	0.00	0.00	196132	
1682943153887	4.54	0	10	11	47.13	100	266	199	1.60	0.00	0.00	0.00	196132	
1682943154567	4.55	0	10	11	47.13	100	278	201	1.60	0.00	0.00	0.00	196132	
1682943155272	4.55	0	10	11	47.13	68	293	202	1.60	0.00	0.00	1.78	196132	
1682943155972	4.55	0	10	11	47.13	61	305	204	1.60	0.00	0.00	0.73	196132	
1682943156690	4.55	0	10	11	47.13	75	315	207	1.60	0.00	0.00	0.60	196132	
1682943157373	4.55	0	10	11	47.13	83	325	210	1.60	0.00	0.00	0.00	196132	
1682943158037	4.55	0	10	11	47.13	100	336	213	1.60	0.00	0.00	0.00	196132	
1682943158691	4.55	0	10	11	47.13	100	349	217	1.60	0.00	0.00	0.00	196132	
1682943159343	4.55	0	10	11	47.13	100	360	221	1.60	0.00	0.00	0.00	196132	
1682943160022	4.55	0	10	11	47.13	98	371	225	1.60	0.00	0.00	0.00	196132	
1682943160673	4.55	0	10	11	47.13	96	382	226	1.60	0.00	0.00	0.78	196132	
1682943161357	4.55	0	10	11	47.13	58	389	227	1.60	0.00	0.00	1.54	196132	
1682943162011	4.55	0	10	11	47.13	55	392	228	1.60	0.00	0.00	0.60	196132	
1682943162694	4.55	0	10	11	47.13	58	396	230	1.60	0.00	0.00	1.55	196132	
1682943163364	4.55	0	10	11	47.13	71	399	232	1.60	0.00	0.00	1.81	196132	
1682943164028	4.55	0	10	11	47.13	78	402	235	1.60	0.00	0.00	1.79	196132	
1682943164698	4.55	0	10	11	47.13	67	405	238	1.60	0.00	0.00	0.82	196132	
1682943165410	4.55	0	10	11	47.13	68	410	243	1.60	0.00	0.00	0.88	196133	
1682943166083	4.55	0	10	11	47.13	64	415	247	1.60	0.00	0.00	1.40	196133	
1682943166782	4.55	0	10	11	47.13	57	417	251	1.60	0.00	0.00	1.66	196133	
1682943167451	4.55	0	10	11	47.13	53	419	255	1.60	0.00	0.00	1.86	196133	
1682943168130	4.55	0	10	11	47.13	75	420	259	1.60	0.00	0.00	0.00	196133	
1682943168783	4.56	0	10	11	47.13	73	420	262	1.60	0.00	17.79	1.74	196133	
1682943169454	4.56	0	10	11	47.13	74	420	266	1.60	0.00	22.07	1.75	196133	
1682943170151	4.56	0	11	11	47.13	74	420	268	1.60	0.00	20.98	1.75	196133	
1682943170801	4.56	0	11	11	47.13	74	418	271	1.60	0.00	20.42	1.75	196133	
1682943171468	4.56	0	11	11	47.13	75	417	274	1.60	0.00	20.27	1.75	196133	
1682943172138	4.57	0	11	11	47.13	75	416	276	1.60	0.00	20.18	1.75	196133	
1682943172805	4.57	0	11	12	47.13	77	415	278	1.60	0.00	0.00	0.00	196133	
1682943173471	4.57	0	11	12	47.13	76	413	280	1.60	0.00	0.00	0.00	196133	
1682943174178	4.57	0	11	12	47.13	54	412	283	1.60	0.00	0.00	1.92	196133	
1682943174856	4.57	0	11	12	47.13	54	411	285	1.60	0.00	0.00	1.92	196133	
1682943175540	4.57	0	11	12	47.13	56	410	288	1.60	0.00	0.00	1.92	196133	
1682943176213	4.57	0	11	12	47.13	56	410	290	1.60	0.00	0.00	1.92	196133	
1682943176890	4.58	0	11	12	47.13	56	410	292	1.60	0.00	0.00	1.93	196133	
1682943177559	4.58	0	11	12	47.13	56	409	294	1.60	0.00	0.00	1.94	196133	
1682943178242	4.58	0	11	12	47.13	56	409	296	1.60	0.00	0.00	1.94	196133	
1682943178914	4.58	0	11	12	47.13	56	409	298	1.60	0.00	0.00	1.94	196133	
1682943179594	4.58	0	11	12	47.13	55	409	300	1.60	0.00	0.00	1.96	196133	
1682943180272	4.58	0	11	12	47.13	55	410	302	1.60	0.00	0.00	1.96	196133	
1682943180932	4.58	0	11	12	47.13	56	410	304	1.60	0.00	0.00	1.96	196133	
1682943181611	4.58	0	11	12	47.13	56	411	306	1.60	0.00	0.00	1.96	196133	
1682943182277	4.58	0	11	12	47.13	55	412	308	1.61	0.00	0.00	1.96	196133	
1682943182963	4.58	0	11	12	47.13	55	414	309	1.61	0.00	0.00	1.96	196133	
1682943183625	4.58	0	11	12	47.13	55	415	311	1.61	0.00	0.00	1.96	196133	
1682943184330	4.58	0	11	12	47.13	55	415	313	1.61	0.00	0.00	1.96	196133	
1682943184997	4.58	0	11	12	47.13	55	417	315	1.61	0.00	0.00	1.96	196133	
1682943185662	4.58	0	11	12	47.13	55	418	316	1.61	0.00	0.00	1.96	196133	
1682943186332	4.58	0	11	12	47.13	55	418	318	1.61	0.00	0.00	1.96	196133	
1682943186999	4.58	0	11	12	47.13	55	419	319	1.61	0.00	0.00	1.96	196133	
1682943187645	4.58	0	11	12	47.13	55	419	321	1.61	0.00	0.00	1.96	196133	
1682943188330	4.58	0	11	12	47.13	55	419	322	1.61	0.00	0.00	1.96	196133	
1682943189002	4.58	0	11	12	47.13	55	418	324	1.61	0.00	0.00	1.96	196133	
1682943189674	4.58	0	11	12	47.13	55	417	325	1.61	0.00	0.00	1.96	196133	
1682943190335	4.58	0	11	12	47.13	55	415	327	1.61	0.00	0.00	1.96	196133	
1682943191037	4.58	0	11	12	47.13	55	414	328	1.61	0.00	0.00	1.96	196133	
1682943191706	4.58	0	11	12	47.13	56	411	329	1.61	0.00	0.00	1.97	196133	
1682943192388	4.58	0	11	12	47.13	56	409	331	1.61	0.00	0.00	1.98	196133	
1682943193034	4.58	0	11	12	47.13	57	405	332	1.61	0.00	0.00	1.98	196133	
1682943193705	4.58	0	11	12	47.13	58	403	333	1.61	0.00	0.00	2.00	196133	
1682943194374	4.58	0	11	12	47.13	58	400	334	1.61	0.00	0.00	2.00	196134	
1682943195019	4.58	0	11	12	47.13	59	396	335	1.61	0.00	0.00	2.00	196134	
1682943195691	4.58	0	11	12	47.13	59	393	335	1.61	0.00	0.00	2.00	196134	
1682943196358	4.58	0	11	12	47.13	59	391	336	1.61	0.00	0.00	2.00	196134	
1682943197024	4.58	0	11	12	47.13	59	387	337	1.61	0.00	0.00	2.00	196134	
1682943197702	4.58	0	11	12	47.13	59	384	337	1.61	0.00	0.00	2.00	196134	
1682943198357	4.58	0	11	12	47.13	59	381	338	1.61	0.00	0.00	2.00	196134	
1682943199028	4.58	0	12	12	47.13	59	378	339	1.61	0.00	0.00	2.00	196134	
1682943199727	4.58	0	12	12	47.13	59	374	339	1.61	0.00	0.00	2.00	196134	
1682943200394	4.58	0	12	12	47.13	59	371	339	1.61	0.00	0.00	1.99	196134	
1682943201083	4.58	0	12	12	47.13	55	367	340	1.61	0.00	0.00	1.94	196134	
1682943201746	4.58	0	12	12	47.13	50	364	340	1.61	0.00	0.00	1.90	196134	
1682943202428	4.58	0	12	12	47.13	48	360	340	1.61	0.00	0.00	1.90	196134	
1682943203081	4.58	0	12	12	47.13	50	357	340	1.61	0.00	0.00	1.90	196134	
1682943203764	4.58	0	12	12	47.13	49	353	340	1.61	0.00	0.00	1.90	196134	
1682943204431	4.59	0	12	12	47.13	50	350	340	1.61	0.00	0.00	1.90	196134	
1682943205115	4.59	0	12	12	47.13	50	346	340	1.61	0.00	0.00	1.90	196134	
1682943205778	4.59	0	12	12	47.13	50	343	340	1.61	0.00	0.00	1.90	196134	
1682943206451	4.59	0	12	12	47.13	50	338	340	1.61	0.00	0.00	1.91	196134	
1682943207116	4.59	0	12	12	47.13	50	336	340	1.61	0.00	0.00	1.91	196134	
1682943207766	4.59	0	12	12	47.13	50	333	339	1.61	0.00	0.00	1.92	196134	
1682943208432	4.59	0	12	12	47.13	50	330	339	1.61	0.00	0.00	1.92	196134	
1682943209118	4.59	0	12	12	47.13	50	327	338	1.61	0.00	0.00	1.92	196134	
1682943209804	4.59	0	12	12	47.13	50	326	338	1.61	0.00	0.00	1.92	196134	
1682943210488	4.59	0	12	12	47.13	50	322	337	1.61	0.00	0.00	1.92	196134	
1682943211188	4.60	0	12	12	47.13	50	321	337	1.61	0.00	0.00	1.92	196134	
1682943211855	4.60	0	12	12	47.13	50	318	336	1.61	0.00	0.00	1.92	196134	
1682943212539	4.60	0	12	12	47.13	51	316	335	1.61	0.00	0.00	1.93	196134	
1682943213208	4.60	0	12	12	47.13	51	314	334	1.61	0.00	0.00	1.93	196134	
1682943213858	4.60	0	12	12	47.13	51	312	334	1.61	0.00	0.00	1.92	196134	
1682943214508	4.60	0	12	12	47.13	51	310	333	1.61	0.00	0.00	1.93	196134	
1682943215207	4.60	0	12	12	47.13	51	308	332	1.61	0.00	0.00	1.93	196134	
1682943215858	4.60	0	12	12	47.13	51	306	331	1.61	0.00	0.00	1.93	196134	
1682943216526	4.60	0	12	12	47.13	52	305	331	1.61	0.00	0.00	1.93	196134	
1682943217193	4.60	0	12	12	47.13	52	303	330	1.61	0.00	0.00	1.93	196134	
1682943217877	4.60	0	12	12	47.13	52	302	329	1.61	0.00	0.00	1.93	196134	
1682943218541	4.61	0	12	12	47.13	51	300	328	1.61	0.00	0.00	1.93	196134	
1682943219248	4.61	0	12	12	47.13	51	299	327	1.61	0.00	0.00	1.92	196134	
1682943219953	4.61	0	12	12	47.13	51	297	326	1.61	0.00	0.00	1.92	196134	
1682943220664	4.61	0	12	12	47.13	51	297	325	1.61	0.00	0.00	1.92	196134	
1682943221347	4.61	0	12	12	47.13	51	295	324	1.61	0.00	0.00	1.92	196134	
1682943222015	4.61	0	12	12	47.13	51	295	323	1.61	0.00	0.00	1.92	196134	
1682943222663	4.61	0	12	12	47.13	51	294	323	1.61	0.00	0.00	1.92	196134	
1682943223315	4.61	0	12	12	47.13	51	293	322	1.61	0.00	0.00	1.92	196135	
1682943224002	4.61	0	12	12	47.13	51	293	321	1.61	0.00	0.00	1.92	196135	
1682943224684	4.61	0	12	12	47.13	51	292	320	1.61	0.00	0.00	1.92	196135	
1682943225383	4.62	0	12	12	47.13	51	290	319	1.61	0.00	0.00	1.92	196135	
1682943226048	4.62	0	12	12	47.13	51	290	318	1.61	0.00	0.00	1.92	196135	
1682943226717	4.62	0	12	12	47.13	51	290	317	1.61	0.00	0.00	1.92	196135	
1682943227373	4.62	0	12	12	47.13	51	289	316	1.61	0.00	0.00	1.92	196135	
1682943228035	4.62	0	13	12	47.13	51	289	315	1.61	0.00	0.00	1.92	196135	
1682943228683	4.62	0	13	12	47.13	51	288	314	1.61	0.00	0.00	1.92	196135	
1682943229351	4.62	0	13	12	47.13	51	287	313	1.61	0.00	0.00	1.92	196135	
1682943230021	4.62	0	13	13	47.13	49	288	313	1.61	0.00	0.00	1.92	196135	
1682943230693	4.62	0	13	13	47.13	48	287	312	1.61	0.00	0.00	1.92	196135	
1682943231366	4.62	0	13	13	47.13	50	286	311	1.61	0.00	0.00	1.92	196135	
1682943232035	4.62	0	13	13	47.13	50	286	310	1.61	0.00	0.00	1.92	196135	
1682943232724	4.62	0	13	13	47.13	50	286	309	1.61	0.00	0.00	1.92	196135	
1682943233391	4.62	0	13	13	47.13	50	285	308	1.61	0.00	0.00	1.92	196135	
1682943234077	4.62	0	13	13	47.13	50	285	307	1.61	0.00	0.00	1.92	196135	
1682943234743	4.62	0	13	13	47.13	50	285	306	1.61	0.00	0.00	1.93	196135	
1682943235405	4.62	0	13	13	47.13	51	285	306	1.61	0.00	0.00	1.93	196135	
1682943236077	4.62	0	13	13	47.13	51	284	305	1.61	0.00	0.00	1.93	196135	
1682943236726	4.62	0	13	13	47.13	53	284	304	1.61	0.00	0.00	1.93	196135	
1682943237378	4.62	0	13	13	47.13	52	284	303	1.61	0.00	0.00	1.93	196135	
1682943238044	4.62	0	13	13	47.13	52	284	303	1.61	0.00	0.00	1.93	196135	
1682943238711	4.62	0	13	13	47.13	52	283	302	1.61	0.00	0.00	1.93	196135	
1682943239397	4.63	0	13	13	47.13	51	283	301	1.61	0.00	0.00	1.93	196135	
1682943240079	4.63	0	13	13	47.13	51	283	300	1.61	0.00	0.00	1.93	196135	
1682943240749	4.63	0	13	13	47.13	51	283	300	1.61	0.00	0.00	1.92	196135	
1682943241414	4.63	0	13	13	47.13	51	283	299	1.61	0.00	0.00	1.92	196135	
1682943242078	4.63	0	13	13	47.13	51	283	298	1.61	0.00	0.00	1.92	196135	
1682943242750	4.63	0	13	13	47.13	51	282	298	1.61	0.00	0.00	1.92	196135	
1682943243418	4.63	0	13	13	47.13	51	282	297	1.61	0.00	0.00	1.92	196135	
1682943244100	4.63	0	13	13	47.13	51	282	296	1.61	0.00	0.00	1.92	196135	
1682943244767	4.63	0	13	13	47.13	51	282	296	1.61	0.00	0.00	1.92	196135	
1682943245441	4.63	0	13	13	47.13	51	282	295	1.61	0.00	0.00	1.92	196135	
1682943246272	4.63	0	13	13	47.13	51	281	294	1.61	0.00	0.00	1.92	196135	
1682943247037	4.64	0	13	13	47.13	51	281	294	1.61	0.00	0.00	1.92	196135	
1682943247703	4.64	0	13	13	47.13	51	282	293	1.61	0.00	0.00	1.92	196135	
1682943248354	4.64	0	13	13	47.13	51	281	293	1.61	0.00	0.00	1.99	196135	
1682943249002	4.64	0	13	13	47.13	64	281	292	1.61	0.00	0.00	0.00	196135	
1682943249689	4.64	0	13	13	47.13	96	281	292	1.61	0.00	0.00	0.00	196135	
1682943250341	4.64	0	13	13	47.13	93	281	292	1.61	0.00	0.00	0.00	196135	
1682943251008	4.64	0	13	13	47.13	92	281	291	1.61	0.00	0.00	0.00	196135	
1682943251653	4.64	0	13	13	47.13	100	281	291	1.61	0.00	0.00	0.00	196135	
1682943252324	4.64	0	13	13	47.13	100	281	291	1.61	0.00	0.00	0.00	196136	
1682943252972	4.64	0	13	13	47.13	99	281	290	1.61	0.00	0.00	0.00	196136	
1682943253659	4.64	0	13	13	47.13	99	281	290	1.61	0.00	0.00	0.00	196136	
