
Save date(yyyy-MM-dd HH:mm:ss): 2023-05-01 15:10:53 / Application Release: VAG DPF v.3.28.12 / Log Format: 1.3
Time (ms)	Soot Mass Calc. (g)	Regen. Duration (min)	Distance Since Last Regen. (km)	Time Since Last Regen. (min)	Oil Ash Residue (g)	Low Press. EGR Closing (%)	DPF Input Gas Temp. (°C)	DPF Surface Temp. (°C)	Nox sulfur charge (g)	Post injection 1 (mg/str)	Post injection 2 (mg/str)	Post injection 3 (mg/str)	Distance driven (km)	
1682945164273	5.69	0	75	45	47.14	53	302	288	1.58	0.00	0.00	1.93	196197	
1682945164957	5.69	0	75	45	47.14	54	305	287	1.58	0.00	0.00	1.95	196197	
1682945165640	5.69	0	75	45	47.14	55	307	287	1.58	0.00	0.00	1.95	196197	
1682945166324	5.70	0	75	45	47.14	64	310	287	1.58	0.00	0.00	0.00	196197	
1682945166979	5.70	0	75	45	47.14	82	312	287	1.58	0.00	9.86	1.74	196197	
1682945167869	5.70	0	75	45	47.14	77	314	287	1.58	0.00	18.75	1.75	196197	
1682945168659	5.70	0	75	45	47.14	77	315	287	1.58	0.00	18.25	1.75	196197	
1682945169343	5.71	0	75	45	47.14	76	317	287	1.58	0.00	18.25	1.75	196197	
1682945170013	5.71	0	75	45	47.14	76	318	288	1.58	0.00	18.26	1.75	196197	
1682945170711	5.71	0	75	45	47.14	76	319	288	1.58	0.00	18.27	1.75	196197	
1682945171341	5.71	0	75	45	47.14	76	320	288	1.58	0.00	18.40	1.75	196197	
1682945172012	5.71	0	75	45	47.14	77	321	288	1.58	0.00	0.00	0.00	196197	
1682945172679	5.71	0	75	45	47.14	78	322	288	1.58	0.00	0.00	0.00	196197	
1682945173348	5.72	0	75	45	47.14	63	322	288	1.58	0.00	0.00	0.00	196198	
1682945174049	5.72	0	75	45	47.14	49	324	289	1.58	0.00	0.00	1.91	196198	
1682945174733	5.72	0	75	45	47.14	51	325	289	1.58	0.00	0.00	1.91	196198	
1682945175384	5.72	0	75	45	47.14	51	327	289	1.58	0.00	0.00	1.91	196198	
1682945176050	5.72	0	75	45	47.14	51	328	290	1.58	0.00	0.00	1.92	196198	
1682945176750	5.72	0	75	45	47.14	51	330	290	1.58	0.00	0.00	1.92	196198	
1682945177402	5.72	0	76	45	47.14	51	333	291	1.58	0.00	0.00	1.92	196198	
1682945178087	5.72	0	76	45	47.14	51	336	291	1.58	0.00	0.00	1.92	196198	
1682945178763	5.73	0	76	45	47.14	48	338	292	1.58	0.00	0.00	1.92	196198	
1682945179436	5.73	0	76	45	47.14	48	342	293	1.58	0.00	0.00	1.92	196198	
1682945180107	5.73	0	76	45	47.14	50	347	293	1.58	0.00	0.00	1.92	196198	
1682945180793	5.73	0	76	45	47.14	50	350	294	1.58	0.00	0.00	1.92	196198	
1682945181437	5.73	0	76	45	47.14	49	355	295	1.58	0.00	0.00	1.92	196198	
1682945182086	5.73	0	76	45	47.14	49	358	296	1.58	0.00	0.00	1.92	196198	
1682945182754	5.73	0	76	45	47.14	49	363	297	1.58	0.00	0.00	1.92	196198	
1682945183402	5.73	0	76	45	47.14	49	366	298	1.58	0.00	0.00	1.93	196198	
1682945184090	5.73	0	76	45	47.14	49	369	299	1.58	0.00	0.00	1.93	196198	
1682945184757	5.73	0	76	45	47.14	49	374	300	1.58	0.00	0.00	1.93	196198	
1682945185441	5.73	0	76	45	47.14	50	375	302	1.58	0.00	0.00	1.94	196198	
1682945186116	5.73	0	76	45	47.14	51	378	303	1.58	0.00	0.00	1.94	196198	
1682945186808	5.73	0	76	45	47.14	54	379	304	1.58	0.00	0.00	1.95	196198	
1682945187460	5.73	0	76	45	47.14	54	379	305	1.58	0.00	0.00	1.95	196198	
1682945188126	5.73	0	76	45	47.14	54	379	306	1.58	0.00	0.00	1.96	196198	
1682945188778	5.73	0	76	45	47.14	54	379	307	1.58	0.00	0.00	1.96	196198	
1682945189464	5.73	0	76	45	47.14	54	379	308	1.58	0.00	0.00	1.96	196198	
1682945190129	5.73	0	76	45	47.14	54	378	309	1.58	0.00	0.00	1.97	196198	
1682945190813	5.73	0	76	45	47.14	54	376	310	1.58	0.00	0.00	1.97	196198	
1682945191461	5.73	0	76	45	47.14	55	375	311	1.58	0.00	0.00	1.97	196198	
1682945192130	5.73	0	76	45	47.14	55	372	312	1.58	0.00	0.00	1.98	196198	
1682945192782	5.73	0	76	45	47.14	55	370	313	1.58	0.00	0.00	1.99	196198	
1682945193462	5.73	0	76	45	47.14	55	367	314	1.58	0.00	0.00	2.00	196198	
1682945194116	5.73	0	76	45	47.14	57	365	314	1.58	0.00	0.00	2.00	196198	
1682945194766	5.73	0	76	45	47.14	57	363	315	1.58	0.00	0.00	2.00	196198	
1682945195429	5.73	0	76	45	47.14	57	360	315	1.58	0.00	0.00	2.00	196198	
1682945196082	5.73	0	76	45	47.14	57	357	316	1.58	0.00	0.00	2.00	196198	
1682945196785	5.73	0	76	45	47.14	57	355	316	1.58	0.00	0.00	2.00	196198	
1682945197431	5.73	0	76	45	47.14	57	353	317	1.58	0.00	0.00	2.00	196198	
1682945198098	5.73	0	76	45	47.14	56	350	317	1.58	0.00	0.00	2.00	196198	
1682945198755	5.73	0	76	45	47.14	57	347	318	1.58	0.00	0.00	2.00	196198	
1682945199440	5.73	0	76	45	47.14	57	346	318	1.58	0.00	0.00	2.00	196198	
1682945200105	5.73	0	76	45	47.14	57	343	318	1.58	0.00	0.00	2.00	196198	
1682945200771	5.73	0	76	45	47.14	57	341	319	1.58	0.00	0.00	2.00	196198	
1682945201455	5.73	0	76	45	47.14	57	338	319	1.58	0.00	0.00	2.00	196198	
1682945202156	5.73	0	76	45	47.14	57	336	319	1.58	0.00	0.00	2.00	196198	
1682945202823	5.74	0	76	45	47.14	58	333	319	1.58	0.00	0.00	1.97	196199	
1682945203471	5.74	0	76	45	47.14	58	332	319	1.58	0.00	0.00	1.95	196199	
1682945204125	5.74	0	76	45	47.14	58	330	319	1.58	0.00	0.00	1.91	196199	
1682945204809	5.74	0	76	45	47.14	57	328	319	1.58	0.00	0.00	1.89	196199	
1682945205460	5.74	0	76	45	47.14	56	326	320	1.58	0.00	0.00	1.86	196199	
1682945206143	5.74	0	77	45	47.14	56	325	320	1.58	0.00	0.00	1.84	196199	
1682945206811	5.74	0	77	45	47.14	56	323	319	1.58	0.00	0.00	1.72	196199	
1682945207463	5.74	0	77	45	47.14	55	322	319	1.58	0.00	0.00	1.72	196199	
1682945208111	5.74	0	77	45	47.14	55	320	319	1.58	0.00	0.00	1.67	196199	
1682945208797	5.74	0	77	45	47.14	54	318	319	1.58	0.00	0.00	1.55	196199	
1682945209442	5.74	0	77	45	47.14	54	317	319	1.58	0.00	0.00	1.47	196199	
1682945210131	5.74	0	77	45	47.14	54	316	319	1.58	0.00	0.00	1.25	196199	
1682945210848	5.74	0	77	45	47.14	53	315	319	1.58	0.00	0.00	1.19	196199	
1682945211549	5.74	0	77	45	47.14	53	313	319	1.58	0.00	0.00	1.00	196199	
1682945212233	5.74	0	77	46	47.14	52	312	319	1.58	0.00	0.00	0.82	196199	
1682945212882	5.74	0	77	46	47.14	53	311	318	1.58	0.00	0.00	0.69	196199	
1682945213550	5.74	0	77	46	47.14	53	310	318	1.58	0.00	0.00	0.60	196199	
1682945214234	5.74	0	77	46	47.14	52	308	318	1.58	0.00	0.00	0.60	196199	
1682945214903	5.74	0	77	46	47.14	52	307	318	1.58	0.00	0.00	0.60	196199	
1682945215571	5.74	0	77	46	47.14	52	306	317	1.58	0.00	0.00	0.60	196199	
1682945216223	5.74	0	77	46	47.14	52	305	317	1.58	0.00	0.00	0.60	196199	
1682945216886	5.74	0	77	46	47.14	52	304	317	1.58	0.00	0.00	0.60	196199	
1682945217566	5.74	0	77	46	47.14	52	303	317	1.58	0.00	0.00	0.60	196199	
1682945218219	5.74	0	77	46	47.14	52	302	316	1.58	0.00	0.00	0.60	196199	
1682945218887	5.74	0	77	46	47.14	52	301	316	1.58	0.00	0.00	0.60	196199	
1682945219555	5.74	0	77	46	47.14	52	300	316	1.58	0.00	0.00	0.60	196199	
1682945220202	5.74	0	77	46	47.14	52	299	315	1.58	0.00	0.00	0.60	196199	
1682945220856	5.74	0	77	46	47.14	52	297	315	1.58	0.00	0.00	0.60	196199	
1682945221558	5.74	0	77	46	47.14	52	297	314	1.58	0.00	0.00	0.94	196199	
1682945222226	5.74	0	77	46	47.14	52	296	314	1.58	0.00	0.00	1.15	196199	
1682945222905	5.74	0	77	46	47.14	52	295	314	1.58	0.00	0.00	1.31	196199	
1682945223580	5.74	0	77	46	47.14	52	293	313	1.58	0.00	0.00	1.48	196199	
1682945224241	5.74	0	77	46	47.14	52	292	313	1.58	0.00	0.00	1.57	196199	
1682945224911	5.74	0	77	46	47.14	52	290	312	1.58	0.00	0.00	1.65	196199	
1682945225575	5.74	0	77	46	47.14	54	289	312	1.58	0.00	0.00	1.76	196199	
1682945226261	5.74	0	77	46	47.14	54	288	311	1.58	0.00	0.00	1.80	196199	
1682945226928	5.74	0	77	46	47.14	54	287	311	1.58	0.00	0.00	1.81	196199	
1682945227663	5.74	0	77	46	47.14	54	286	310	1.58	0.00	0.00	1.81	196199	
1682945228326	5.74	0	77	46	47.14	54	284	310	1.58	0.00	0.00	1.81	196199	
1682945229014	5.74	0	77	46	47.14	54	282	309	1.58	0.00	0.00	1.82	196199	
1682945229662	5.74	0	77	46	47.14	54	281	308	1.58	0.00	0.00	1.82	196199	
1682945230333	5.74	0	77	46	47.14	54	279	308	1.58	0.00	0.00	1.89	196200	
1682945231000	5.74	0	77	46	47.14	54	277	307	1.58	0.00	0.00	1.92	196200	
1682945231688	5.74	0	77	46	47.14	56	275	306	1.58	0.00	0.00	1.96	196200	
1682945232351	5.74	0	77	46	47.14	56	274	306	1.58	0.00	0.00	1.97	196200	
1682945233055	5.74	0	77	46	47.14	56	272	305	1.58	0.00	0.00	1.97	196200	
1682945233733	5.74	0	77	46	47.14	57	270	304	1.58	0.00	0.00	1.97	196200	
1682945234403	5.74	0	77	46	47.14	57	269	304	1.58	0.00	0.00	1.99	196200	
1682945235064	5.74	0	78	46	47.14	57	267	303	1.58	0.00	0.00	1.99	196200	
1682945235720	5.74	0	78	46	47.14	57	265	302	1.58	0.00	0.00	1.99	196200	
1682945236405	5.74	0	78	46	47.14	57	264	301	1.58	0.00	0.00	1.99	196200	
1682945237054	5.74	0	78	46	47.14	58	262	301	1.58	0.00	0.00	2.00	196200	
1682945237721	5.74	0	78	46	47.14	58	260	300	1.58	0.00	0.00	2.00	196200	
1682945238377	5.74	0	78	46	47.14	56	259	299	1.58	0.00	0.00	2.00	196200	
1682945239073	5.74	0	78	46	47.14	54	258	298	1.58	0.00	0.00	2.00	196200	
1682945239723	5.74	0	78	46	47.14	53	256	297	1.58	0.00	0.00	1.98	196200	
1682945240388	5.74	0	78	46	47.14	53	254	296	1.58	0.00	0.00	1.95	196200	
1682945241042	5.74	0	78	46	47.14	50	253	295	1.58	0.00	0.00	1.92	196200	
1682945241708	5.74	0	78	46	47.14	49	252	294	1.58	0.00	0.00	1.91	196200	
1682945242372	5.74	0	78	46	47.14	51	250	293	1.58	0.00	0.00	1.91	196200	
1682945243042	5.74	0	78	46	47.14	50	249	292	1.58	0.00	0.00	1.91	196200	
1682945243710	5.74	0	78	46	47.14	50	248	291	1.58	0.00	0.00	1.91	196200	
1682945244374	5.75	0	78	46	47.14	50	247	289	1.58	0.00	0.00	1.91	196200	
1682945245026	5.75	0	78	46	47.14	50	247	288	1.58	0.00	0.00	1.91	196200	
1682945245695	5.75	0	78	46	47.14	50	246	287	1.58	0.00	0.00	1.92	196200	
1682945246344	5.75	0	78	46	47.14	50	246	286	1.58	0.00	0.00	1.92	196200	
1682945247037	5.75	0	78	46	47.14	50	246	285	1.58	0.00	0.00	1.92	196200	
1682945247696	5.75	0	78	46	47.14	51	245	284	1.58	0.00	0.00	1.92	196200	
1682945248368	5.75	0	78	46	47.14	51	245	282	1.58	0.00	0.00	1.92	196200	
1682945249031	5.75	0	78	46	47.14	51	245	281	1.58	0.00	0.00	1.92	196200	
1682945249717	5.75	0	78	46	47.14	51	246	280	1.58	0.00	0.00	1.92	196200	
1682945250421	5.75	0	78	46	47.14	51	246	279	1.58	0.00	0.00	1.92	196200	
1682945251116	5.75	0	78	46	47.14	51	246	278	1.58	0.00	0.00	1.92	196200	
1682945251785	5.76	0	78	46	47.14	51	246	277	1.58	0.00	0.00	1.92	196200	
1682945252447	5.76	0	78	46	47.14	51	247	276	1.58	0.00	0.00	1.92	196200	
1682945253118	5.76	0	78	46	47.14	51	248	275	1.58	0.00	0.00	1.93	196200	
1682945253786	5.76	0	78	46	47.14	50	248	274	1.58	0.00	0.00	1.93	196200	
1682945254470	5.76	0	78	46	47.14	53	248	273	1.58	0.00	0.00	1.95	196200	
1682945255137	5.76	0	78	46	47.14	54	249	273	1.58	0.00	0.00	1.96	196200	
1682945255805	5.76	0	78	46	47.14	54	250	272	1.58	0.00	0.00	1.97	196200	
1682945256451	5.76	0	78	46	47.14	55	251	271	1.58	0.00	0.00	1.96	196200	
1682945257139	5.76	0	78	46	47.14	55	251	270	1.58	0.00	0.00	1.96	196200	
1682945257790	5.76	0	78	46	47.14	54	252	270	1.58	0.00	0.00	1.96	196200	
1682945258472	5.76	0	78	46	47.14	54	252	269	1.58	0.00	0.00	1.96	196200	
1682945259127	5.76	0	78	46	47.14	54	253	268	1.58	0.00	0.00	1.96	196200	
1682945259824	5.76	0	78	46	47.14	54	254	268	1.58	0.00	0.00	1.96	196201	
1682945260491	5.76	0	78	46	47.14	53	254	267	1.58	0.00	0.00	1.96	196201	
1682945261160	5.76	0	78	46	47.14	53	255	267	1.58	0.00	0.00	1.96	196201	
1682945261810	5.76	0	78	46	47.14	53	255	266	1.58	0.00	0.00	1.96	196201	
1682945262494	5.76	0	78	46	47.14	53	256	266	1.58	0.00	0.00	1.94	196201	
1682945263145	5.76	0	78	46	47.14	51	256	265	1.58	0.00	0.00	1.92	196201	
1682945263840	5.77	0	79	46	47.14	48	257	265	1.58	0.00	0.00	1.92	196201	
1682945264527	5.77	0	79	46	47.14	47	258	264	1.58	0.00	0.00	1.92	196201	
1682945265179	5.77	0	79	46	47.14	48	258	264	1.58	0.00	0.00	1.92	196201	
1682945265862	5.77	0	79	46	47.14	49	258	263	1.58	0.00	0.00	1.92	196201	
1682945266517	5.77	0	79	46	47.14	49	259	263	1.58	0.00	0.00	1.92	196201	
1682945267197	5.77	0	79	46	47.14	49	260	263	1.58	0.00	0.00	1.92	196201	
1682945267865	5.77	0	79	46	47.14	49	260	262	1.58	0.00	0.00	1.92	196201	
1682945268532	5.77	0	79	46	47.14	50	261	262	1.58	0.00	0.00	1.92	196201	
1682945269182	5.77	0	79	46	47.14	50	262	262	1.58	0.00	0.00	1.92	196201	
1682945269872	5.77	0	79	46	47.14	50	262	261	1.58	0.00	0.00	1.93	196201	
1682945270568	5.77	0	79	46	47.14	50	263	261	1.58	0.00	0.00	1.92	196201	
1682945271267	5.77	0	79	46	47.14	50	263	261	1.58	0.00	0.00	1.92	196201	
1682945271918	5.77	0	79	46	47.14	50	263	261	1.58	0.00	0.00	1.92	196201	
1682945272603	5.77	0	79	46	47.14	50	264	260	1.58	0.00	0.00	1.92	196201	
1682945273270	5.77	0	79	46	47.14	50	264	260	1.58	0.00	0.00	1.92	196201	
1682945273938	5.77	0	79	46	47.14	50	264	260	1.58	0.00	0.00	1.92	196201	
1682945274604	5.77	0	79	46	47.14	50	265	260	1.58	0.00	0.00	1.92	196201	
1682945275305	5.77	0	79	46	47.14	50	265	260	1.58	0.00	0.00	1.92	196201	
1682945275953	5.77	0	79	47	47.14	50	266	260	1.58	0.00	0.00	1.92	196201	
1682945276606	5.77	0	79	47	47.14	50	266	259	1.58	0.00	0.00	1.92	196201	
1682945277286	5.78	0	79	47	47.14	50	266	259	1.58	0.00	0.00	1.92	196201	
1682945277941	5.78	0	79	47	47.14	47	266	259	1.58	0.00	0.00	1.91	196201	
1682945278602	5.78	0	79	47	47.14	48	266	259	1.58	0.00	0.00	1.91	196201	
1682945279258	5.78	0	79	47	47.14	50	266	259	1.58	0.00	0.00	1.90	196201	
1682945279938	5.78	0	79	47	47.14	51	266	259	1.58	0.00	0.00	1.90	196201	
1682945280595	5.78	0	79	47	47.14	53	266	259	1.58	0.00	0.00	1.71	196201	
1682945281256	5.78	0	79	47	47.14	55	267	259	1.58	0.00	0.00	1.48	196201	
1682945281909	5.78	0	79	47	47.14	57	267	259	1.58	0.00	0.00	1.25	196201	
1682945282560	5.78	0	79	47	47.14	60	267	259	1.58	0.00	0.00	1.10	196201	
1682945283209	5.78	0	79	47	47.14	61	268	259	1.58	0.00	0.00	1.01	196201	
1682945283896	5.78	0	79	47	47.14	62	268	259	1.58	0.00	0.00	0.93	196201	
1682945284547	5.78	0	79	47	47.14	63	268	259	1.58	0.00	0.00	0.85	196201	
1682945285215	5.78	0	79	47	47.14	65	269	259	1.58	0.00	0.00	0.85	196201	
1682945285864	5.78	0	79	47	47.14	65	269	259	1.58	0.00	0.00	0.85	196201	
1682945286532	5.78	0	79	47	47.14	65	269	259	1.58	0.00	0.00	0.84	196201	
1682945287181	5.78	0	79	47	47.14	65	270	259	1.58	0.00	0.00	0.84	196201	
1682945287830	5.78	0	79	47	47.14	65	271	259	1.58	0.00	0.00	0.83	196201	
1682945288483	5.78	0	79	47	47.14	65	272	259	1.58	0.00	0.00	0.82	196202	
1682945289181	5.78	0	79	47	47.14	65	273	259	1.58	0.00	0.00	0.81	196202	
1682945289835	5.78	0	79	47	47.14	65	275	259	1.58	0.00	0.00	0.81	196202	
1682945290481	5.78	0	79	47	47.14	65	276	260	1.58	0.00	0.00	0.90	196202	
1682945291134	5.78	0	79	47	47.14	62	277	260	1.58	0.00	0.00	0.92	196202	
1682945291798	5.78	0	79	47	47.14	60	279	260	1.58	0.00	0.00	1.12	196202	
1682945292448	5.78	0	79	47	47.14	59	281	260	1.58	0.00	0.00	1.20	196202	
1682945293101	5.78	0	80	47	47.14	59	283	261	1.58	0.00	0.00	1.30	196202	
1682945293756	5.78	0	80	47	47.14	56	285	261	1.58	0.00	0.00	1.47	196202	
1682945294421	5.78	0	80	47	47.14	56	286	261	1.58	0.00	0.00	1.57	196202	
1682945295106	5.78	0	80	47	47.14	55	289	262	1.58	0.00	0.00	1.68	196202	
1682945295757	5.78	0	80	47	47.14	55	290	262	1.58	0.00	0.00	1.94	196202	
1682945296407	5.78	0	80	47	47.14	53	293	263	1.58	0.00	0.00	1.94	196202	
1682945297091	5.78	0	80	47	47.14	52	294	263	1.58	0.00	0.00	1.95	196202	
1682945297761	5.78	0	80	47	47.14	50	295	264	1.58	0.00	0.00	1.95	196202	
1682945298409	5.78	0	80	47	47.14	49	297	264	1.58	0.00	0.00	1.95	196202	
1682945299205	5.78	0	80	47	47.14	49	298	265	1.58	0.00	0.00	1.95	196202	
1682945300031	5.78	0	80	47	47.14	49	300	265	1.58	0.00	0.00	1.95	196202	
1682945300714	5.79	0	80	47	47.14	50	302	266	1.58	0.00	0.00	1.95	196202	
1682945301362	5.79	0	80	47	47.14	50	302	267	1.58	0.00	0.00	1.95	196202	
1682945302043	5.79	0	80	47	47.14	51	303	267	1.58	0.00	0.00	0.60	196202	
1682945302714	5.79	0	80	47	47.14	97	305	268	1.58	0.00	0.00	0.00	196202	
1682945303414	5.79	0	80	47	47.14	96	305	268	1.58	0.00	0.00	0.00	196202	
1682945304062	5.79	0	80	47	47.14	95	305	268	1.58	0.00	0.00	0.00	196202	
1682945304716	5.79	0	80	47	47.14	99	305	268	1.58	0.00	0.00	0.00	196202	
1682945305383	5.79	0	80	47	47.14	99	305	268	1.58	0.00	0.00	0.00	196202	
1682945306048	5.79	0	80	47	47.14	99	305	269	1.58	0.00	0.00	0.00	196202	
1682945306717	5.79	0	80	47	47.14	99	305	269	1.58	0.00	0.00	0.00	196202	
1682945307384	5.79	0	80	47	47.14	99	305	269	1.58	0.00	0.00	2.00	196202	
1682945308050	5.79	0	80	47	47.14	59	305	269	1.58	0.00	0.00	2.00	196202	
1682945308702	5.79	0	80	47	47.14	59	305	269	1.58	0.00	0.00	0.60	196202	
1682945309384	5.79	0	80	47	47.14	58	305	270	1.58	0.00	0.00	2.04	196202	
1682945310037	5.79	0	80	47	47.14	95	305	270	1.58	0.00	0.00	0.00	196202	
1682945310707	5.79	0	80	47	47.14	100	305	271	1.58	0.00	0.00	0.00	196202	
1682945311372	5.79	0	80	47	47.14	99	305	271	1.58	0.00	0.00	0.00	196202	
1682945312056	5.79	0	80	47	47.14	99	305	272	1.58	0.00	0.00	0.00	196202	
1682945312713	5.79	0	80	47	47.14	99	305	272	1.58	0.00	0.00	0.00	196202	
1682945313369	5.79	0	80	47	47.14	99	304	273	1.58	0.00	0.00	0.00	196202	
1682945314022	5.79	0	80	47	47.14	99	304	273	1.58	0.00	0.00	0.00	196202	
1682945314690	5.79	0	80	47	47.14	100	303	274	1.58	0.00	0.00	0.00	196202	
1682945315338	5.79	0	80	47	47.14	99	303	274	1.58	0.00	0.00	0.00	196202	
1682945316008	5.79	0	80	47	47.14	99	303	275	1.58	0.00	0.00	0.00	196202	
1682945316659	5.79	0	80	47	47.14	100	303	275	1.58	0.00	0.00	0.00	196202	
1682945317308	5.79	0	80	47	47.14	100	305	276	1.58	0.00	0.00	0.00	196202	
1682945317967	5.79	0	80	47	47.14	99	305	276	1.58	0.00	0.00	0.00	196202	
1682945318644	5.79	0	80	47	47.14	99	307	277	1.58	0.00	0.00	0.00	196202	
1682945319295	5.79	0	80	47	47.14	99	310	277	1.58	0.00	0.00	0.00	196203	
1682945319961	5.79	0	80	47	47.14	100	313	278	1.58	0.00	0.00	0.00	196203	
1682945320637	5.79	0	80	47	47.14	100	316	279	1.58	0.00	0.00	0.00	196203	
1682945321312	5.79	0	80	47	47.14	97	320	279	1.58	0.00	0.00	0.00	196203	
1682945321964	5.79	0	80	47	47.14	95	324	280	1.58	0.00	0.00	0.00	196203	
1682945322626	5.79	0	80	47	47.14	94	327	281	1.58	0.00	0.00	0.00	196203	
1682945323282	5.79	0	80	47	47.14	79	332	282	1.58	0.00	0.00	0.69	196203	
1682945323945	5.79	0	81	47	47.14	70	336	283	1.58	0.00	0.00	0.82	196203	
1682945324600	5.79	0	81	47	47.14	66	338	284	1.58	0.00	0.00	0.92	196203	
1682945325264	5.79	0	81	47	47.14	62	344	285	1.58	0.00	0.00	1.00	196203	
1682945325919	5.79	0	81	47	47.14	61	346	286	1.58	0.00	0.00	0.00	196203	
1682945326573	5.79	0	81	47	47.14	78	350	287	1.58	0.00	10.22	1.74	196203	
1682945327252	5.79	0	81	47	47.14	71	352	288	1.58	0.00	23.95	1.74	196203	
1682945327921	5.80	0	81	47	47.14	74	354	289	1.58	0.00	23.67	1.75	196203	
1682945328568	5.80	0	81	47	47.14	72	356	291	1.58	0.00	23.32	1.75	196203	
1682945329220	5.80	0	81	47	47.14	72	358	292	1.58	0.00	22.92	1.75	196203	
1682945329884	5.80	0	81	47	47.14	75	360	293	1.58	0.00	0.00	0.00	196203	
1682945330558	5.80	0	81	47	47.14	69	364	294	1.58	0.00	0.00	0.00	196203	
1682945331243	5.80	0	81	47	47.14	46	366	295	1.58	0.00	0.00	1.95	196203	
1682945331903	5.80	0	81	48	47.14	47	369	296	1.58	0.00	0.00	1.94	196203	
1682945332573	5.80	0	81	48	47.14	51	372	297	1.58	0.00	0.00	1.94	196203	
1682945333248	5.81	0	81	48	47.14	51	377	299	1.58	0.00	0.00	1.95	196203	
1682945333926	5.81	0	81	48	47.14	52	378	300	1.58	0.00	0.00	1.94	196203	
1682945334592	5.81	0	81	48	47.14	53	382	301	1.58	0.00	0.00	1.94	196203	
1682945335259	5.81	0	81	48	47.14	53	386	303	1.58	0.00	0.00	1.94	196203	
1682945335909	5.81	0	81	48	47.14	54	388	304	1.58	0.00	0.00	1.94	196203	
1682945336557	5.81	0	81	48	47.14	55	391	305	1.58	0.00	0.00	1.95	196203	
1682945337226	5.81	0	81	48	47.14	56	395	307	1.58	0.00	0.00	1.96	196203	
1682945337895	5.81	0	81	48	47.14	58	397	308	1.58	0.00	0.00	1.98	196203	
1682945338546	5.81	0	81	48	47.14	59	400	309	1.58	0.00	0.00	1.99	196203	
1682945339228	5.81	0	81	48	47.14	59	402	310	1.58	0.00	0.00	2.00	196203	
1682945339912	5.81	0	81	48	47.14	60	404	312	1.58	0.00	0.00	2.00	196203	
1682945340622	5.81	0	81	48	47.14	61	406	313	1.58	0.00	0.00	2.00	196203	
1682945341300	5.81	0	81	48	47.14	61	409	314	1.58	0.00	0.00	2.00	196203	
1682945341945	5.81	0	81	48	47.14	61	410	315	1.58	0.00	0.00	1.96	196203	
1682945342604	5.81	0	81	48	47.14	61	411	316	1.58	0.00	0.00	1.93	196203	
1682945343266	5.81	0	81	48	47.14	60	412	317	1.58	0.00	0.00	1.88	196203	
1682945343930	5.81	0	81	48	47.14	59	413	318	1.58	0.00	0.00	1.85	196203	
1682945344584	5.81	0	81	48	47.14	58	413	319	1.58	0.00	0.00	1.84	196203	
1682945345270	5.81	0	81	48	47.14	56	413	320	1.58	0.00	0.00	1.82	196203	
1682945345931	5.81	0	81	48	47.14	56	413	321	1.58	0.00	0.00	1.80	196203	
1682945346588	5.81	0	81	48	47.14	56	413	322	1.58	0.00	0.00	1.89	196203	
1682945347271	5.81	0	81	48	47.14	57	412	323	1.58	0.00	0.00	1.91	196203	
1682945347971	5.81	0	81	48	47.14	57	412	324	1.58	0.00	0.00	1.92	196203	
1682945348618	5.81	0	81	48	47.14	57	410	325	1.58	0.00	0.00	1.97	196204	
1682945349306	5.81	0	81	48	47.14	58	410	326	1.58	0.00	0.00	1.97	196204	
1682945349989	5.81	0	81	48	47.14	59	408	327	1.59	0.00	0.00	1.97	196204	
1682945350657	5.81	0	81	48	47.14	59	405	327	1.59	0.00	0.00	1.97	196204	
1682945351343	5.81	0	81	48	47.14	59	404	328	1.59	0.00	0.00	1.97	196204	
1682945352007	5.81	0	81	48	47.14	59	401	329	1.59	0.00	0.00	1.97	196204	
1682945352658	5.81	0	82	48	47.14	59	399	330	1.59	0.00	0.00	1.97	196204	
1682945353341	5.81	0	82	48	47.14	59	397	331	1.59	0.00	0.00	1.97	196204	
1682945354009	5.81	0	82	48	47.14	59	395	332	1.59	0.00	0.00	1.97	196204	
1682945354675	5.81	0	82	48	47.14	59	392	332	1.59	0.00	0.00	1.97	196204	
1682945355337	5.81	0	82	48	47.14	59	390	333	1.59	0.00	0.00	1.97	196204	
1682945355999	5.81	0	82	48	47.14	58	387	334	1.59	0.00	0.00	1.97	196204	
1682945356678	5.81	0	82	48	47.14	58	385	334	1.59	0.00	0.00	1.97	196204	
1682945357325	5.81	0	82	48	47.14	58	382	335	1.59	0.00	0.00	1.97	196204	
1682945357997	5.81	0	82	48	47.14	58	379	336	1.59	0.00	0.00	1.97	196204	
1682945358643	5.81	0	82	48	47.14	58	375	336	1.59	0.00	0.00	2.00	196204	
1682945359314	5.81	0	82	48	47.14	58	372	337	1.59	0.00	0.00	2.00	196204	
1682945359961	5.81	0	82	48	47.14	57	369	337	1.59	0.00	0.00	2.00	196204	
1682945360665	5.81	0	82	48	47.14	56	366	337	1.59	0.00	0.00	0.00	196204	
1682945361333	5.81	0	82	48	47.14	84	364	338	1.59	0.00	2.08	1.74	196204	
1682945361999	5.81	0	82	48	47.14	78	360	338	1.59	0.00	17.75	1.74	196204	
1682945362658	5.81	0	82	48	47.14	76	357	338	1.59	0.00	18.56	1.75	196204	
1682945363346	5.82	0	82	48	47.14	72	354	338	1.59	0.00	19.06	1.75	196204	
